name,source,link,description,full_description
Plan a Pipeline of solutions,IDEO,http://www.hcdconnect.org/toolkit/en,(p 138) CREATING A SOLUTIONS pIpELINE,(p 138) CREATING A SOLUTIONS pIpELINE
Plan for Action,Frog,http://www.frogdesign.com/collective-action-toolkit,Become organized about what each group member is doing to reach your shared goals. This activity area will help your group generate concrete action items and understand how those actions will help everyone show progress towards those goals.,Become organized about what each group member is doing to reach your shared goals. This activity area will help your group generate concrete action items and understand how those actions will help everyone show progress towards those goals.
PRICE MAPPING,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Price mapping is very useful in determining the different costs that a target group encounters, such as throughout a given supply chain. The activity can then assist in assessing the different mark-ups in the supply chain.","Price mapping is very useful in determining the different costs that a target group encounters, such as throughout a given supply chain. The activity can then assist in assessing the different mark-ups in the supply chain."
PRICE MAPPING,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Price mapping is a particularly relevant activity in relation to this business model aspect, as it can extract price and cost information of a group of people. Through the activity, you gain a better understanding of the economic value proposition of your company.","Price mapping is a particularly relevant activity in relation to this business model aspect, as it can extract price and cost information of a group of people. Through the activity, you gain a better understanding of the economic value proposition of your company."
Pricing and Financing,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,Setting the correct price for products and ensuring that people can access finance are key priorities in these markets.,Setting the correct price for products and ensuring that people can access finance are key priorities in these markets.
Process Flow Chart,MDF Training and Consultancy,http://assets.sportanddev.org/downloads/process_flow_chart.pdf,"A process flow chart is an instrument that visualises and analyses the various systems and procedures (e.g. delivery of services, decision-making, funds allocation, accounting and monitoring) within an organisation.","A process flow chart is an instrument that visualises and analyses the various systems and procedures (e.g. delivery of services, decision-making, funds allocation, accounting and monitoring) within an organisation."
Process Flow Chart,MDF Consultancy,http://www.toolkitsportdevelopment.org/html/resources/EB/EBDBD958-A1F5-43A1-8E73-E5EDF613AAFD/Tango%20ID-OS%20Toolkit%20CD-Rom%20MDF.pdf,"A process flow chart is an instrument that visualises and analyses the various systems and procedures (e.g. delivery of services, decision-making, funds allocation, accounting and monitoring) within an organisation.","A process flow chart is an instrument that visualises and analyses the various systems and procedures (e.g. delivery of services, decision-making, funds allocation, accounting and monitoring) within an organisation."
Process mapping template,ODI,http://www.odi.org.uk/sites/odi.org.uk/files/odi-assets/publications-opinion-files/188.pdf,"The analysis phase of the workshop is crucial to the success of the effort. The facilitator needs to 
formulate questions that provoke answers enhancing the knowledge map and that also help to define 
and develop the deliverable","The analysis phase of the workshop is crucial to the success of the effort. The facilitator needs to 
formulate questions that provoke answers enhancing the knowledge map and that also help to define 
and develop the deliverable"
Product in Market,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Follow and observe can be used to visit a number of stores, together with your target group. This will allow you to understand how they look for products or services, as well as collect price information. You can also visit the bank together with a local.","Follow and observe can be used to visit a number of stores, together with your target group. This will allow you to understand how they look for products or services, as well as collect price information. You can also visit the bank together with a local."
Promotion,Australian Govt,http://innovation.govspace.gov.au/tools/promotion/,Promotion of specific innovations can help build acceptance of innovation by those within the organisation and from external stakeholders. Demonstrating and explaining the value of innovation can help build appetite for further innovation.,Promotion of specific innovations can help build acceptance of innovation by those within the organisation and from external stakeholders. Demonstrating and explaining the value of innovation can help build appetite for further innovation.
Quality,Butterfly Works,http://butterflytoolkitno1.buildingbridges.co.ke/images/stories/Guideline/pdf/HOWTO.pdf,"Once your campaign phase has reached an end, you may want to evaluate your choices in order to draw conclusions from it. Then you can build on lessons learnt in potential further campaign steps or a new campaign.
www.toolkit.butterflyworks.org/impact (broken link)","Once your campaign phase has reached an end, you may want to evaluate your choices in order to draw conclusions from it. Then you can build on lessons learnt in potential further campaign steps or a new campaign.
www.toolkit.butterflyworks.org/impact (broken link)"
Questionaire Archetypes,MDF Consultancy,http://www.toolkitsportdevelopment.org/html/resources/EB/EBDBD958-A1F5-43A1-8E73-E5EDF613AAFD/Tango%20ID-OS%20Toolkit%20CD-Rom%20MDF.pdf,"The questionnaire to Handy's book ' The God's Management' helps to assess the dominant organisation culture, in terms of four architypical traditions.  The tool also helps to compare this perception of the actual organisation culture with the culture preferences of the persons working for the organisation.","The questionnaire to Handy's book ' The God's Management' helps to assess the dominant organisation culture, in terms of four architypical traditions.  The tool also helps to compare this perception of the actual organisation culture with the culture preferences of the persons working for the organisation."
Questionnaire to MacCoby Management Styles,MDF Consultancy,http://www.toolkitsportdevelopment.org/html/resources/EB/EBDBD958-A1F5-43A1-8E73-E5EDF613AAFD/Tango%20ID-OS%20Toolkit%20CD-Rom%20MDF.pdf,"MacCoby developed a typology of management styles, recognising four archetypal styles.  The questionnaire below is a tool for self-assessment to recognise your dominant style as a manager.","MacCoby developed a typology of management styles, recognising four archetypal styles.  The questionnaire below is a tool for self-assessment to recognise your dominant style as a manager."
Questionnaire to Quinn's manager's Roles,MDF Consultancy,http://www.toolkitsportdevelopment.org/html/resources/EB/EBDBD958-A1F5-43A1-8E73-E5EDF613AAFD/Tango%20ID-OS%20Toolkit%20CD-Rom%20MDF.pdf,"Robert E. Quinn has refined his well-known description of the roles of the manager, now presenting a division into eight roles.  The questionnaire below is a tool for self-assessment to recognise the dominant role you play as a manager.","Robert E. Quinn has refined his well-known description of the roles of the manager, now presenting a division into eight roles.  The questionnaire below is a tool for self-assessment to recognise the dominant role you play as a manager."
Questionnaires,Butterfly Works,http://butterflytoolkitno1.buildingbridges.co.ke/images/stories/Guideline/pdf/HOWTO.pdf,"Once your campaign phase has reached an end, you may want to evaluate your choices in order to draw conclusions from it. Then you can build on lessons learnt in potential further campaign steps or a new campaign.
www.toolkit.butterflyworks.org/impact (broken link)","Once your campaign phase has reached an end, you may want to evaluate your choices in order to draw conclusions from it. Then you can build on lessons learnt in potential further campaign steps or a new campaign.
www.toolkit.butterflyworks.org/impact (broken link)"
RANKING VALUES,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Ranking values is a very useful exercise, which can assist companies in prioritizing the value of different manners, for example, if people would pay for service provision as part of the distribution.","Ranking values is a very useful exercise, which can assist companies in prioritizing the value of different manners, for example, if people would pay for service provision as part of the distribution."
Ranking Values,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Ranking values is useful in getting people to prioritize the different characteristics of a product or service, such as whether they value price over taste. It could also be how much they would sacrifice to buy the product, such as giving up other purchases to buy the company’s product.","Ranking values is useful in getting people to prioritize the different characteristics of a product or service, such as whether they value price over taste. It could also be how much they would sacrifice to buy the product, such as giving up other purchases to buy the company’s product."
Resource Flow,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Resource flow can provide details on the input and output of a household. For example, does the household have a loan and what is the loan financing? Similar to this, you can map the income and expenses of a shop, which can then be cross-referenced to price lists of the shop.","Resource flow can provide details on the input and output of a household. For example, does the household have a loan and what is the loan financing? Similar to this, you can map the income and expenses of a shop, which can then be cross-referenced to price lists of the shop."
Resources (input) plan,ILO,http://www.ilo.org/public/english/employment/ent/coop/africa/download/coopafricaprojectdesignmanual.pdf,A step-by step tpp; tp support the development of cooperatives and other forms of self-help organisations,A step-by step tpp; tp support the development of cooperatives and other forms of self-help organisations
Responsibility matrix,ILO,http://www.ilo.org/public/english/employment/ent/coop/africa/download/coopafricaprojectdesignmanual.pdf,A step-by step tpp; tp support the development of cooperatives and other forms of self-help organisations,A step-by step tpp; tp support the development of cooperatives and other forms of self-help organisations
Return on investment (ROI) Calculator,NHS,http://www.institute.nhs.uk/quality_and_service_improvement_tools/quality_and_service_improvement_tools/Return_on_investment_(ROI)_calculator.html,"Used correctly, the  ROI Calculator v5r.xls (165.50 KB)can be used at the start of a project to provide an estimate of the costs for upfront justification and again towards the end of a project as a measure for the success of the improvement project (not only by confirming initial costing validity but also by validating any ongoing project maintenance and sustainability costs). Indeed, ROI can be used throughout the life of a project to continually see if benefits are being realised and make decisions about whether to continue, modify, amplify or terminate a project.","Used correctly, the  ROI Calculator v5r.xls (165.50 KB)can be used at the start of a project to provide an estimate of the costs for upfront justification and again towards the end of a project as a measure for the success of the improvement project (not only by confirming initial costing validity but also by validating any ongoing project maintenance and sustainability costs). Indeed, ROI can be used throughout the life of a project to continually see if benefits are being realised and make decisions about whether to continue, modify, amplify or terminate a project."
Role Script,Roberta Tassi,http://www.servicedesigntools.org/tools/44,The role script is used for the implementation of the service in order to orient and guide the operators toward the development of an adequate behaviour.,The role script is used for the implementation of the service in order to orient and guide the operators toward the development of an adequate behaviour.
Scenario Planning,Rockefeller Foundation,http://www.rockefellerfoundation.org/uploads/files/bba493f7-cc97-4da3-add6-3deb007cc719.pdf,"The Rockefeller Foundation and GBN began the scenario process by surfacing a host of driving forces that would affect the future of technology and international development. These forces were generated through both secondary research and in-depth interviews with Foundation staff, Foundation grantees, and external experts.","The Rockefeller Foundation and GBN began the scenario process by surfacing a host of driving forces that would affect the future of technology and international development. These forces were generated through both secondary research and in-depth interviews with Foundation staff, Foundation grantees, and external experts."
Self Assessment questionnaires of organisation and group culture,MDF Consultancy,http://www.toolkitsportdevelopment.org/html/resources/EB/EBDBD958-A1F5-43A1-8E73-E5EDF613AAFD/Tango%20ID-OS%20Toolkit%20CD-Rom%20MDF.pdf,The (elaborate) organisation and the (brief) group culture questionnaires are simple tools to provoke reflection and discussion about the culture in an organisation or group.,The (elaborate) organisation and the (brief) group culture questionnaires are simple tools to provoke reflection and discussion about the culture in an organisation or group.
Self-Documentation,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Self-observation can assist you in getting an insight into details that would usually not emerge when you are physically present. For example, you can instruct people to note the prices of a number of relevant purchases, e.g. every time they buy groceries.","Self-observation can assist you in getting an insight into details that would usually not emerge when you are physically present. For example, you can instruct people to note the prices of a number of relevant purchases, e.g. every time they buy groceries."
Service blueprint,This is Service Design Thinking,http://thisisservicedesignthinking.com/,"It is a way to specify and detail each individual aspect of a service. This usually involves creating a visual schematic incorporating the perspectives of both the user, the service provider and other relevant parties that may be involved, detailing everything from the points of customers to behind-the-scenes processes","It is a way to specify and detail each individual aspect of a service. This usually involves creating a visual schematic incorporating the perspectives of both the user, the service provider and other relevant parties that may be involved, detailing everything from the points of customers to behind-the-scenes processes"
Service blueprint to model measurement,Roselfeld - Book,http://rosenfeldmedia.com/books/service-design/,A useful way to approach measurement of services is to return to the service blueprint.,A useful way to approach measurement of services is to return to the service blueprint.
Servicing Investors,IFC,https://www.wbginvestmentclimate.org/toolkits/investment-generation-toolkit/module7_overview.cfm,"In nine step-by-step modules, you can learn the fundamentals, access practical tools, review case studies on best practices, develop your promotional strategy and link to research on potential investors","In nine step-by-step modules, you can learn the fundamentals, access practical tools, review case studies on best practices, develop your promotional strategy and link to research on potential investors"
set the timeline,Frog,http://www.frogdesign.com/collective-action-toolkit,Create a schedule for your team to keep track of what needs to get done—and what you’ve accomplished.,Create a schedule for your team to keep track of what needs to get done—and what you’ve accomplished.
setting an agenda,Frog,http://www.frogdesign.com/collective-action-toolkit,"Identify the most pressing challenges your team needs to tackle, then agree on the steps you should take to address them.","Identify the most pressing challenges your team needs to tackle, then agree on the steps you should take to address them."
"Skills Backpack: Get people to compare a new job not with their current job, but with their skillset",Manuel Sturm (www.modelminds.nl) & Manuel Bollue (www.manuelbollue.com),http://blog.modelminds.nl/?p=7576,"Due to a change or an innovation, people will get assigned in new jobs and tasks. They are required to adopt new skill sets. This may cause stress, insecurity, fear ... because they see the new job as a threat, “un- known”.","Due to a change or an innovation, people will get assigned in new jobs and tasks. They are required to adopt new skill sets. This may cause stress, insecurity, fear ... because they see the new job as a threat, “un- known”."
Social Business Model Canvas,Young Foundation,http://growingsocialventures.org/course-content/social-business-model-canvas,"one page business plan that will be at the heart of your time on The Accelerator, being added to and refined as you progress through the different stages of the programme.","one page business plan that will be at the heart of your time on The Accelerator, being added to and refined as you progress through the different stages of the programme."
SoCIAl IMPACT BoNd MEChANICS,Rockefeller Foundation,http://www.rockefellerfoundation.org/uploads/files/655fab01-83b9-49eb-b856-a1f61bc9e6ca-small.pdf,Launching a Social Impact Bond requires a significant effort up front to identify and vet potential programs and then negotiate a contract in which the government agrees to repay investors if the selected nonprofit service providers achieve specified social outcomes.,Launching a Social Impact Bond requires a significant effort up front to identify and vet potential programs and then negotiate a contract in which the government agrees to repay investors if the selected nonprofit service providers achieve specified social outcomes.
SOCIAL MAP,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,The social map can be used as an exercise that draws out the hierarchy in a local community and reveals who the decision makers are. This is relevant in relation to distribution as it allows the company to determine how the local community can be included in the business model.,The social map can be used as an exercise that draws out the hierarchy in a local community and reveals who the decision makers are. This is relevant in relation to distribution as it allows the company to determine how the local community can be included in the business model.
Specification,Roberta Tassi,http://www.servicedesigntools.org/tools/27,The service specification is a written document that grows up during the design process. It describes the aim of the project in a detailed way and the evolution of the ideas developed step by step.,The service specification is a written document that grows up during the design process. It describes the aim of the project in a detailed way and the evolution of the ideas developed step by step.
Staff conditions Algorithm,MDF Consultancy,http://www.toolkitsportdevelopment.org/html/resources/EB/EBDBD958-A1F5-43A1-8E73-E5EDF613AAFD/Tango%20ID-OS%20Toolkit%20CD-Rom%20MDF.pdf,"The algorithm is a simple set of questions to determine the bottleneck to high staff motivation and performance.  The order in the questions prevents the pitfall of prematurely concluding that low performance is the result of uncommitted staff, and that strict penalties and/or salary increase would be the only options to boost staff motivation and performance.","The algorithm is a simple set of questions to determine the bottleneck to high staff motivation and performance.  The order in the questions prevents the pitfall of prematurely concluding that low performance is the result of uncommitted staff, and that strict penalties and/or salary increase would be the only options to boost staff motivation and performance."
Stakeholder Analysis,MDF Training and Consultancy,http://assets.sportanddev.org/downloads/01_stakeholder_analysis.pdf,"Stakeholder analysis is the identification of the key stakeholders in the analysis and 
planning stage of a change process, and an assessment of their interests and the way in 
which these interests are likely to affect this process. It results in deciding whom to involve 
in which way in the analysis and planning (and tentatively in the change implementation) 
process.","Stakeholder analysis is the identification of the key stakeholders in the analysis and 
planning stage of a change process, and an assessment of their interests and the way in 
which these interests are likely to affect this process. It results in deciding whom to involve 
in which way in the analysis and planning (and tentatively in the change implementation) 
process."
"Start-up Workshop
Checklist",DFID,http://portals.wi.wur.nl/files/docs/ppme/toolsfordevelopment1_DFID.pdf,"Interview stakeholders several weeks in advance of the workshop to surface their interests, expectations and concerns, assess current levels of collaboration and to explore other issues and opportunities related to activity start-up and implementation. Since it is often impractical to interview all participants, a simple, one page survey can be used to supplement the interviews.","Interview stakeholders several weeks in advance of the workshop to surface their interests, expectations and concerns, assess current levels of collaboration and to explore other issues and opportunities related to activity start-up and implementation. Since it is often impractical to interview all participants, a simple, one page survey can be used to supplement the interviews."
Storytelling,This is Service Design Thinking,http://thisisservicedesignthinking.com/,"Is a method for sharing insights and new service concepts. Compelling narratives can be constructed for all aspects of a company's service, from the lives of its customers, to staff experiences and the service experience it provides","Is a method for sharing insights and new service concepts. Compelling narratives can be constructed for all aspects of a company's service, from the lives of its customers, to staff experiences and the service experience it provides"
Strategic Orientation (SOR) to Logical Framework,MDF Consultancy,http://www.toolkitsportdevelopment.org/html/resources/EB/EBDBD958-A1F5-43A1-8E73-E5EDF613AAFD/Tango%20ID-OS%20Toolkit%20CD-Rom%20MDF.pdf,This tool describes the steps to develop a concrete and logical plan based on a SOR matrix.  The plan quite naturally fits into a specific planning method: The Logical Framework (or LogFrame).,This tool describes the steps to develop a concrete and logical plan based on a SOR matrix.  The plan quite naturally fits into a specific planning method: The Logical Framework (or LogFrame).
Strategy Assesment,MDF Consultancy,http://www.toolkitsportdevelopment.org/html/resources/EB/EBDBD958-A1F5-43A1-8E73-E5EDF613AAFD/Tango%20ID-OS%20Toolkit%20CD-Rom%20MDF.pdf,The strategy assesment tool gives a framework and suggestions to analyse and judge suitability of an organisation strategy.,The strategy assesment tool gives a framework and suggestions to analyse and judge suitability of an organisation strategy.
Strengthening the Location's Image,IFC,https://www.wbginvestmentclimate.org/toolkits/investment-generation-toolkit/module5_overview.cfm,"In nine step-by-step modules, you can learn the fundamentals, access practical tools, review case studies on best practices, develop your promotional strategy and link to research on potential investors","In nine step-by-step modules, you can learn the fundamentals, access practical tools, review case studies on best practices, develop your promotional strategy and link to research on potential investors"
Sustaining innovations,Australian Govt,http://innovation.govspace.gov.au/tools/sustaining-innovations/,"If an innovation is successful, an agency should examine how to sustain it and ensure it can be integrated and embedded into the organisation’s operations. Often, it will be necessary to work to sustain a new idea or way of working, and not assume that  that it will continue of its own accord once it has been implemented.","If an innovation is successful, an agency should examine how to sustain it and ensure it can be integrated and embedded into the organisation’s operations. Often, it will be necessary to work to sustain a new idea or way of working, and not assume that  that it will continue of its own accord once it has been implemented."
Swarm Leadership a.k.a. SCRUM.,Manuel Sturm (www.modelminds.nl) & Manuel Bollue (www.manuelbollue.com),http://blog.modelminds.nl/?p=7576,"In a project, reporting needs to be action oriented and multi-dimensional. Frequent alignment between team members / parties involved is needed. What is the right way? Nobody knows.","In a project, reporting needs to be action oriented and multi-dimensional. Frequent alignment between team members / parties involved is needed. What is the right way? Nobody knows."
TAKE the first risk,Harvard,http://socialinnovation.ash.harvard.edu/innovators-toolkit,See below for a number of ways you can use risk to your unique advantage,See below for a number of ways you can use risk to your unique advantage
Targeting and Generating Investment Opportunities,IFC,https://www.wbginvestmentclimate.org/toolkits/investment-generation-toolkit/module6_overview.cfm,"In nine step-by-step modules, you can learn the fundamentals, access practical tools, review case studies on best practices, develop your promotional strategy and link to research on potential investors","In nine step-by-step modules, you can learn the fundamentals, access practical tools, review case studies on best practices, develop your promotional strategy and link to research on potential investors"
Task Analysis Grid,Roberta Tassi,http://www.servicedesigntools.org/tools/137,"When designers have to communicate decisions to stakeholders, one possibility is to use a requirements document. Another strategy could be using something different in order to avoid the risk of ""taking a couple of days to get everyone on the same page"": the task analysis grid is an interesting alternative to the standard requirements documents.","When designers have to communicate decisions to stakeholders, one possibility is to use a requirements document. Another strategy could be using something different in order to avoid the risk of ""taking a couple of days to get everyone on the same page"": the task analysis grid is an interesting alternative to the standard requirements documents."
Templates,Roberta Tassi,http://www.servicedesigntools.org/tools/26,"hey give some instruction to the service staff, but they’re not simple guide-lines: they contain precise indications also in the way they are written. The templates are easier to use for the operators but are not flexible at all and they totally restrict the individual capability.","hey give some instruction to the service staff, but they’re not simple guide-lines: they contain precise indications also in the way they are written. The templates are easier to use for the operators but are not flexible at all and they totally restrict the individual capability."
The Learning Loop,IDEO,http://www.hcdconnect.org/toolkit/en,(p 145),(p 145)
The movie project: tease people into your project,Manuel Sturm (www.modelminds.nl) & Manuel Bollue (www.manuelbollue.com),http://blog.modelminds.nl/?p=7576,"You have developed an idea in a small team.
Now, you need to get others interested to get involved, to embrace the new (plan, project, innovation).","You have developed an idea in a small team.
Now, you need to get others interested to get involved, to embrace the new (plan, project, innovation)."
The Weather report,Manuel Sturm (www.modelminds.nl) & Manuel Bollue (www.manuelbollue.com),http://blog.modelminds.nl/?p=7576,"In status updates, you need more than just a one moment snapshot. On the other hand, you need to avoid long reports.","In status updates, you need more than just a one moment snapshot. On the other hand, you need to avoid long reports."
Track Indicators,IDEO,http://www.hcdconnect.org/toolkit/en,Indicators help you measure the effects of your solutions. These effects can be positive or negative. They can also be intended or unintended.,Indicators help you measure the effects of your solutions. These effects can be positive or negative. They can also be intended or unintended.
Training Needs Assessment,MDF Consultancy,http://www.toolkitsportdevelopment.org/html/resources/EB/EBDBD958-A1F5-43A1-8E73-E5EDF613AAFD/Tango%20ID-OS%20Toolkit%20CD-Rom%20MDF.pdf,"Training Needs Assessment determines the purpose and learning objectives of tailormade training in organisations.  It forms the basis of focused design and evaluation of training sessions.  The diagram shows the steps that lead to finding training needs, which goes parallel to the analysis of the organisation like of the structures and systems.","Training Needs Assessment determines the purpose and learning objectives of tailormade training in organisations.  It forms the basis of focused design and evaluation of training sessions.  The diagram shows the steps that lead to finding training needs, which goes parallel to the analysis of the organisation like of the structures and systems."
Understanding Foreign Direct Investment,IFC,https://www.wbginvestmentclimate.org/toolkits/investment-generation-toolkit/module1_overview.cfm,"In nine step-by-step modules, you can learn the fundamentals, access practical tools, review case studies on best practices, develop your promotional strategy and link to research on potential investors","In nine step-by-step modules, you can learn the fundamentals, access practical tools, review case studies on best practices, develop your promotional strategy and link to research on potential investors"
Users and Offerings,IDEO,http://www.hcdconnect.org/toolkit/en,"(p 135) New/old users on one axis, new/existing offerings on another.  Quadrants described as either evolutionary/revolutionary/incremental","(p 135) New/old users on one axis, new/existing offerings on another.  Quadrants described as either evolutionary/revolutionary/incremental"
Utilizing Information Technology,IFC,https://www.wbginvestmentclimate.org/toolkits/investment-generation-toolkit/module9_overview.cfm,"In nine step-by-step modules, you can learn the fundamentals, access practical tools, review case studies on best practices, develop your promotional strategy and link to research on potential investors","In nine step-by-step modules, you can learn the fundamentals, access practical tools, review case studies on best practices, develop your promotional strategy and link to research on potential investors"
Visual Anger Management: How to release tension and get over yourself,Manuel Sturm (www.modelminds.nl) & Manuel Bollue (www.manuelbollue.com),http://blog.modelminds.nl/?p=7576,Frustrated people wasting valuable energy on being angry. The frustration is not ventilated but kept bottled up inside.,Frustrated people wasting valuable energy on being angry. The frustration is not ventilated but kept bottled up inside.
Work breakdown,ILO,http://www.ilo.org/public/english/employment/ent/coop/africa/download/coopafricaprojectdesignmanual.pdf,A step-by step tpp; tp support the development of cooperatives and other forms of self-help organisations,A step-by step tpp; tp support the development of cooperatives and other forms of self-help organisations
An Appreciative Inquiry model for building partnerships,DFID,http://portals.wi.wur.nl/files/docs/ppme/toolsfordevelopment1_DFID.pdf,"Social Impact recently collaborated with Family Health
International (FHI) a large HIV/AIDS service organisation
to build NGO partnerships and institutional capacity
using the Appreciative Inquiry (AI) model. The purpose of
the activity was to convert FHI s 20 field offices into
independent, sustainable NGOs that would work in
partnership with FHI and other in-country organisations","Social Impact recently collaborated with Family Health
International (FHI) a large HIV/AIDS service organisation
to build NGO partnerships and institutional capacity
using the Appreciative Inquiry (AI) model. The purpose of
the activity was to convert FHI s 20 field offices into
independent, sustainable NGOs that would work in
partnership with FHI and other in-country organisations"
Blame vs Gain Behaviours,ODI,http://www.odi.org.uk/sites/odi.org.uk/files/odi-assets/publications-opinion-files/188.pdf,"a very simple tool that can help managers reflect on their own attitudes 
and responses to mistakes.","a very simple tool that can help managers reflect on their own attitudes 
and responses to mistakes."
Capacity Assessment Grid,Mckinsey / Venture Philanthropy Partners,http://www.vppartners.org/sites/default/files/reports/assessment.pdf,"The McKinsey Capacity Assessment Grid is a tool designed to help nonprofit organizations assess their organizational capacity. The grid should be used in conjunction with the Capacity Framework, which explains the seven elements of organizational capacity and their components. The grid asks the reader to score the organization on each element of organizational capacity, by selecting the text that best describes the organization's current status or performance. The framework and the descriptions in the grid were developed based on our team’s collective experience as well as the input of many nonprofit experts and practitioners.","The McKinsey Capacity Assessment Grid is a tool designed to help nonprofit organizations assess their organizational capacity. The grid should be used in conjunction with the Capacity Framework, which explains the seven elements of organizational capacity and their components. The grid asks the reader to score the organization on each element of organizational capacity, by selecting the text that best describes the organization's current status or performance. The framework and the descriptions in the grid were developed based on our team’s collective experience as well as the input of many nonprofit experts and practitioners."
Concept Assessment,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Concept assessment is useful if you have developed a concept or product and need feedback from your target group. For example, you have developed a conceptual model of how
to easily clean and restore
a component of a product by using local resources and to validate this concept you need feedback from the local community.
The activity assists in collecting this feedback, so the concept can be improved or discarded.","Concept assessment is useful if you have developed a concept or product and need feedback from your target group. For example, you have developed a conceptual model of how
to easily clean and restore
a component of a product by using local resources and to validate this concept you need feedback from the local community.
The activity assists in collecting this feedback, so the concept can be improved or discarded."
Costumer Segmentation,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Target group segmentation can be used in the process of developing your marketing and communication for the business model. When conducting your participatory market research you should simultaneously segment your target group. At a later stage, this will allow you to determine how totailor the marketing and communication, which can be developed using other Toolbox Activities.","Target group segmentation can be used in the process of developing your marketing and communication for the business model. When conducting your participatory market research you should simultaneously segment your target group. At a later stage, this will allow you to determine how totailor the marketing and communication, which can be developed using other Toolbox Activities."
CREATE SCENARIOS,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Create scenarios for people to better understand the different concepts and ideas that you would like them to provide feedback on. For example, if you are planning to launch a service that will make it easier for people to access the internet in rural areas, provide people with examples of how the internet can be used. The activity lets you present people with fictive situations, such as pictures of a countryside and people accessing the internet, thereby letting them imagine what you are trying to offer.","Create scenarios for people to better understand the different concepts and ideas that you would like them to provide feedback on. For example, if you are planning to launch a service that will make it easier for people to access the internet in rural areas, provide people with examples of how the internet can be used. The activity lets you present people with fictive situations, such as pictures of a countryside and people accessing the internet, thereby letting them imagine what you are trying to offer."
Creative Challenge,BMGI,http://www.innovatorstoolkit.com/sites/innovatorstoolkit.com/files/Creative_Challenge_17-2.xls,"What is the ""sacred cow"" in your organization?  Use this tool to question the current solution for a particular focus area.  Do this by investigating the necessity, validity and uniqueness of the current solution or approach.  Ask questions such as ""Can we eliminate some element of the current approach?"",  ""What are the reasons for the current approach?"", ""Are there alternatives to the current approach?"". You can follow-up Functional Analysis with Creative Challenge to improve insufficient functions or eliminate undesirable ones.","What is the ""sacred cow"" in your organization?  Use this tool to question the current solution for a particular focus area.  Do this by investigating the necessity, validity and uniqueness of the current solution or approach.  Ask questions such as ""Can we eliminate some element of the current approach?"",  ""What are the reasons for the current approach?"", ""Are there alternatives to the current approach?"". You can follow-up Functional Analysis with Creative Challenge to improve insufficient functions or eliminate undesirable ones."
Deep Dialogue,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Deep dialogue is effective in acquiring a deep understanding of people’s perception of how companies communicate to them, such as in terms of the channels used for marketing or the packaging of the products.
The activity is also applied as a general activity that can generate necessary insight and contacts for conducting other activities.","Deep dialogue is effective in acquiring a deep understanding of people’s perception of how companies communicate to them, such as in terms of the channels used for marketing or the packaging of the products.
The activity is also applied as a general activity that can generate necessary insight and contacts for conducting other activities."
Designing Value Proposition,"DIBD,
BoP Learning Lab, 
Design with People",http://di.dk/SiteCollectionDocuments/DIBD/Market%20Creation%20Toolbox.pdf,"Designing value proposition is very important when you need to understand how your marketing and communication is perceived. The activity focuses on including the end-users’ perceptions of marketing, such as assessing whether a local community theater is effectively communicating the value proposition. It could also be simpler things, such as an assessment of the words used to describe the value proposition.","Designing value proposition is very important when you need to understand how your marketing and communication is perceived. The activity focuses on including the end-users’ perceptions of marketing, such as assessing whether a local community theater is effectively communicating the value proposition. It could also be simpler things, such as an assessment of the words used to describe the value proposition."
